"Suppencult","Asiatische Fischsuppe mit Reis, Möhren, Staudensellerie, Lauch, Kokosmilch, Chili und frischem Koriander","Alexanderplatz","04.08.2017","Fish;Soup","4,30"
"Suppencult","Hessische Grüne Soße mit Kartoffeln, gekochtem Ei und vielen verschiedenen frischen Kräutern","Alexanderplatz","31.07.2017","","5,50"
"Suppencult","Hessische Grüne Soße mit Kartoffeln, gekochtem Ei und vielen verschiedenen frischen Kräutern","Alexanderplatz","01.08.2017","","5,50"
"Suppencult","Hessische Grüne Soße mit Kartoffeln, gekochtem Ei und vielen verschiedenen frischen Kräutern","Alexanderplatz","02.08.2017","","5,50"
"Suppencult","Hessische Grüne Soße mit Kartoffeln, gekochtem Ei und vielen verschiedenen frischen Kräutern","Alexanderplatz","03.08.2017","","5,50"
"Suppencult","Hessische Grüne Soße mit Kartoffeln, gekochtem Ei und vielen verschiedenen frischen Kräutern","Alexanderplatz","04.08.2017","","5,50"
"Suppencult","Frische Salatvariation mit Hirtenkäse, Rucola, Sprossen, Erdbeeren, Sonnenblumenkernen und einem hausgemachten Balsamicodressing, auf Wunsch mit Hähnchenbrustfilet","Alexanderplatz","31.07.2017","","5,40/5,80"
"Suppencult","Frische Salatvariation mit Hirtenkäse, Rucola, Sprossen, Erdbeeren, Sonnenblumenkernen und einem hausgemachten Balsamicodressing, auf Wunsch mit Hähnchenbrustfilet","Alexanderplatz","01.08.2017","","5,40/5,80"
"Suppencult","Frische Salatvariation mit Hirtenkäse, Rucola, Sprossen, Erdbeeren, Sonnenblumenkernen und einem hausgemachten Balsamicodressing, auf Wunsch mit Hähnchenbrustfilet","Alexanderplatz","02.08.2017","","5,40/5,80"
"business","dish","location","date","ingredients","price"
"Albert","Broccolicremesuppe mit Croutons","Adlershof","31.07.2017","Soup;Vegetarian","3.90"
"Albert","Milchreis mit Apfelmus & Zimt-Zucker","Adlershof","31.07.2017","Vegetarian","3.90"
"Albert","Hähnchenbrust in Käse-Eihülle mit Penne & pikanter Tomatensauce","Adlershof","31.07.2017","","5.80"
"Albert","Pikante Rote Linsensuppe mit Koriander","Adlershof","01.08.2017","Soup;Vegetarian","3.90"
"Albert","Linguine mit Spinat-Kokossauce & Chili","Adlershof","01.08.2017","Vegetarian","5.00"
"Albert","Mit Hackfleisch gefüllte Paprika auf Kartoffelpüree oder Reis","Adlershof","01.08.2017","","5.80"
"Albert","Rote Beetesuppe mit Ingwer & Sprossen","Adlershof","02.08.2017","Soup;Vegetarian","4.00"
"Albert","Kartoffel-Champignonauflauf mit Mozzarella & Frühlingszwiebeln","Adlershof","02.08.2017","Vegetarian","5.00"
"Albert","Putengeschnetzeltes in Riesling-Parmesansauce mit Erbsen & Farfalle","Adlershof","02.08.2017","","5.80"
"Albert","Hühner-Nudeltopf mit sommerlichem Gemüse & Eiernudeln","Adlershof","03.08.2017","","3.90"
"Albert","Ratatouille in der Weizentortilla mit Mozzarella","Adlershof","03.08.2017","Vegetarian","5.00"
"Albert","Sauerbraten mit Rotkohl & Klöße","Adlershof","03.08.2017","","5.80"
"Albert","Gorgonzola-Spinatsuppe mit Walnüssen","Adlershof","04.08.2017","Soup;Vegetarian","3.90"
"Albert","Gemüse-Lasagne mit Rucola","Adlershof","04.08.2017","Vegetarian","5.00"
"Albert","Boulette mit Porreerahm & Salzkartoffeln","Adlershof","04.08.2017","","5.80"
"Esswirtschaft","Mageres Eisbeinfleisch mit Rübchen, Schnittlauch, Röstzwiebeln und Kartoffelpüree","Adlershof","03.08.2017","",""
"Esswirtschaft","Gelbes Linsen Dal mit Kurkuma-Reis und Raita-Dip","Adlershof","03.08.2017","Vegetarian",""
"Esswirtschaft","Teriyaki-Lachs aus dem Ofen mit gebratenem Gemüsereis","Adlershof","04.08.2017","Fish",""
"Esswirtschaft","Pasta mit marinierten Tomaten, Zucchini und Käse","Adlershof","04.08.2017","Vegetarian",""
"Jouis Nour","Schnitzel mit Pfifferlings-Waldpilz-Rahmsauce, Kartoffelstampf und Tomatensalat","Adlershof","31.7.2017","Bio","7.5"
"Jouis Nour","Spaghettimit Gemüsebolognese und Sonnenblumenkernen","Adlershof","31.7.2017","Bio;Vegan;Vegetarian","5.5"
"Jouis Nour","Feuriger Paprikatopf mit Tofustückchen","Adlershof","31.7.2017","Bio;Vegan;Vegetarian","4.5"
"FOOD","Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan","Adlershof","17.7.2017","Vegetarian","5"
"FOOD","Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon","Adlershof","17.7.2017","","6"
"FOOD","Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill","Adlershof","17.7.2017","Fish","7"
"FOOD","Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan","Adlershof","18.7.2017","Vegetarian","5"
"FOOD","Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon","Adlershof","18.7.2017","","6"
"FOOD","Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill","Adlershof","18.7.2017","Fish","7"
"FOOD","Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan","Adlershof","19.7.2017","Vegetarian","5"
"FOOD","Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon","Adlershof","19.7.2017","","6"
"FOOD","Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill","Adlershof","19.7.2017","Fish","7"
"FOOD","Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan","Adlershof","20.7.2017","Vegetarian","5"
"FOOD","Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon","Adlershof","20.7.2017","","6"
"FOOD","Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill","Adlershof","20.7.2017","Fish","7"
"FOOD","Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan","Adlershof","21.7.2017","Vegetarian","5"
"FOOD","Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon","Adlershof","21.7.2017","","6"
"FOOD","Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill","Adlershof","21.7.2017","Fish","7"
"FOOD","Leckerergemischter Salatmit frittierten Chicken Fingers und Vinaigrette","Adlershof","24.7.2017","","5"
"FOOD","Pasta der Wochemit Pesto, Lachs und Cherrytomaten","Adlershof","24.7.2017","Fish","6"
"FOOD","Der„Happy Taste „- Burgermit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo","Adlershof","24.7.2017","","7"
"FOOD","Leckerergemischter Salatmit frittierten Chicken Fingers und Vinaigrette","Adlershof","25.7.2017","","5"
"FOOD","Pasta der Wochemit Pesto, Lachs und Cherrytomaten","Adlershof","25.7.2017","Fish","6"
"FOOD","Der„Happy Taste „- Burgermit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo","Adlershof","25.7.2017","","7"
"FOOD","Leckerergemischter Salatmit frittierten Chicken Fingers und Vinaigrette","Adlershof","26.7.2017","","5"
"FOOD","Pasta der Wochemit Pesto, Lachs und Cherrytomaten","Adlershof","26.7.2017","Fish","6"
"FOOD","Der„Happy Taste „- Burgermit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo","Adlershof","26.7.2017","","7"
"FOOD","Leckerergemischter Salatmit frittierten Chicken Fingers und Vinaigrette","Adlershof","27.7.2017","","5"
"FOOD","Pasta der Wochemit Pesto, Lachs und Cherrytomaten","Adlershof","27.7.2017","Fish","6"
"FOOD","Der„Happy Taste „- Burgermit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo","Adlershof","27.7.2017","","7"
"FOOD","Leckerergemischter Salatmit frittierten Chicken Fingers und Vinaigrette","Adlershof","28.7.2017","","5"
"FOOD","Pasta der Wochemit Pesto, Lachs und Cherrytomaten","Adlershof","28.7.2017","Fish","6"
"FOOD","Der„Happy Taste „- Burgermit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo","Adlershof","28.7.2017","","7"
"FOOD","Leckerergemischter Salatmit Thunfisch, Mais, Paprika und Vinaigrette","Adlershof","31.7.2017","Fish","5"
"FOOD","Gnocchimit Gorgonzola und Bacon","Adlershof","31.7.2017","","6"
"Suppencult","Frische Salatvariation mit Hirtenkäse, Rucola, Sprossen, Erdbeeren, Sonnenblumenkernen und einem hausgemachten Balsamicodressing, auf Wunsch mit Hähnchenbrustfilet","Alexanderplatz","03.08.2017","","5,40/5,80"
"Suppencult","Frische Salatvariation mit Hirtenkäse, Rucola, Sprossen, Erdbeeren, Sonnenblumenkernen und einem hausgemachten Balsamicodressing, auf Wunsch mit Hähnchenbrustfilet","Alexanderplatz","04.08.2017","","5,40/5,80"
"Suppencult","Sommerlicher Gemüseeintopf mit Kartoffeln, grünen Bohnen, Radischen, Birnenstücken, Sahne und frischem Schnittlauch","Alexanderplatz","31.07.2017","","4,30"
"Suppencult","Sommerlicher Gemüseeintopf mit Kartoffeln, grünen Bohnen, Radischen, Birnenstücken, Sahne und frischem Schnittlauch","Alexanderplatz","01.08.2017","","4,30"
"Suppencult","Sommerlicher Gemüseeintopf mit Kartoffeln, grünen Bohnen, Radischen, Birnenstücken, Sahne und frischem Schnittlauch","Alexanderplatz","02.08.2017","","4,30"
"Suppencult","Sommerlicher Gemüseeintopf mit Kartoffeln, grünen Bohnen, Radischen, Birnenstücken, Sahne und frischem Schnittlauch","Alexanderplatz","03.08.2017","","4,30"
"Suppencult","Sommerlicher Gemüseeintopf mit Kartoffeln, grünen Bohnen, Radischen, Birnenstücken, Sahne und frischem Schnittlauch","Alexanderplatz","04.08.2017","","4,30"
"Suppencult","Rote Linsensuppe mit Hirtenkäse, Kartoffeln und frischem Schnittlauch","Alexanderplatz","31.07.2017","Soup","4,40"
"Suppencult","Rote Linsensuppe mit Hirtenkäse, Kartoffeln und frischem Schnittlauch","Alexanderplatz","01.08.2017","Soup","4,40"
"Suppencult","Rote Linsensuppe mit Hirtenkäse, Kartoffeln und frischem Schnittlauch","Alexanderplatz","02.08.2017","Soup","4,40"
"Suppencult","Rote Linsensuppe mit Hirtenkäse, Kartoffeln und frischem Schnittlauch","Alexanderplatz","03.08.2017","Soup","4,40"
"Suppencult","Rote Linsensuppe mit Hirtenkäse, Kartoffeln und frischem Schnittlauch","Alexanderplatz","04.08.2017","Soup","4,40"
"Suppencult","Kartoffelcrème mit Sahne und frischer Petersilie, auf Wunsch mit Würstchen","Alexanderplatz","31.07.2017","","3,90/4,25"
"Suppencult","Kartoffelcrème mit Sahne und frischer Petersilie, auf Wunsch mit Würstchen","Alexanderplatz","01.08.2017","","3,90/4,25"
"Suppencult","Kartoffelcrème mit Sahne und frischer Petersilie, auf Wunsch mit Würstchen","Alexanderplatz","02.08.2017","","3,90/4,25"
"Suppencult","Kartoffelcrème mit Sahne und frischer Petersilie, auf Wunsch mit Würstchen","Alexanderplatz","03.08.2017","","3,90/4,25"
"Suppencult","Kartoffelcrème mit Sahne und frischer Petersilie, auf Wunsch mit Würstchen","Alexanderplatz","04.08.2017","","3,90/4,25"
"Suppencult","Grüne Gazpacho kalte andalusische Gemüsesuppe mit Gurken, Paprika, Staudensellerie, Frühlingszwiebeln, Croutons und frischer Minze","Alexanderplatz","31.07.2017","Soup","4,40"
"Suppencult","Grüne Gazpacho kalte andalusische Gemüsesuppe mit Gurken, Paprika, Staudensellerie, Frühlingszwiebeln, Croutons und frischer Minze","Alexanderplatz","01.08.2017","Soup","4,40"
"Suppencult","Grüne Gazpacho kalte andalusische Gemüsesuppe mit Gurken, Paprika, Staudensellerie, Frühlingszwiebeln, Croutons und frischer Minze","Alexanderplatz","02.08.2017","Soup","4,40"
"Suppencult","Grüne Gazpacho kalte andalusische Gemüsesuppe mit Gurken, Paprika, Staudensellerie, Frühlingszwiebeln, Croutons und frischer Minze","Alexanderplatz","03.08.2017","Soup","4,40"
"Suppencult","Grüne Gazpacho kalte andalusische Gemüsesuppe mit Gurken, Paprika, Staudensellerie, Frühlingszwiebeln, Croutons und frischer Minze","Alexanderplatz","04.08.2017","Soup","4,40"
"Suppencult","Kalter Milchreis mit Kirschen oder Apfelmus, Zucker und Zimt","Alexanderplatz","31.07.2017","Dessert","2,50/3,20"
"Suppencult","Kalter Milchreis mit Kirschen oder Apfelmus, Zucker und Zimt","Alexanderplatz","01.08.2017","Dessert","2,50/3,20"
"Suppencult","Kalter Milchreis mit Kirschen oder Apfelmus, Zucker und Zimt","Alexanderplatz","02.08.2017","Dessert","2,50/3,20"
"business","dish","location","date","ingredients","price"
"Sonnenschein","Ungarische Bohnen-Rindfleisch Eintopf & 1 Brötchen","Adlershof","31.07.2017","","4.00"
"Sonnenschein","Rinderhackroulade mit grüne Bohne in Tomatensauce überbacken mit Feta, Reis","Adlershof","31.07.2017","","6.00"
"Sonnenschein","Schweinemedaillons unter Champignon Rahmsauce, Bratkartoffeln","Adlershof","31.07.2017","","6.00"
"Sonnenschein","Panierte Hühnerbrusttaschen mit Frischkäsekräuterfüllung, Nudeln, Papr.-Tomsauce","Adlershof","31.07.2017","","6.00"
"Sonnenschein","Gemüsecurry zu Reis (vegetarisch)","Adlershof","31.07.2017","Vegetarian","5.00"
"Sonnenschein","Tomatencremesuppe mit frische Basilikum & 1 Brötchen","Adlershof","01.08.2017","Soup","4.00"
"Sonnenschein","Mit Honig & Chili glasierte Entenkeule, Hausgemachte Kartoffelklößen, Apfelrotkohl, Delikates Sauce","Adlershof","01.08.2017","","6.50"
"Sonnenschein","„Wrap“ Mexikanische Art, Rinder-Bolognese, Sauce, Salat","Adlershof","01.08.2017","","6.00"
"Sonnenschein","Gefüllte Hähnchenfächerfillets mit Mozzarella & Zucchini, Bratkartoffel, Salat, Kräuter Rahmsauce","Adlershof","01.08.2017","","6.00"
"Sonnenschein","Gefüllte Paprika Indische Art, Sauce, Salat (vegetarisch)","Adlershof","01.08.2017","Vegetarian","5.00"
"Sonnenschein","Kokos-Hähnchen-Suppe mit roten Linsen & 1 Brötchen","Adlershof","02.08.2017","Soup","4.00"
"Sonnenschein","Hacksteak a la Holstein, grüne Bohnen & Spätzle, Pfefferrahmsauce","Adlershof","02.08.2017","","6.00"
"Sonnenschein","Hähnchenbrustfilet mit Parmesankruste zu Bandnudeln, Brokkoli in Sauce","Adlershof","02.08.2017","","6.00"
"Sonnenschein","Feurige Hackbällchen in Zigeunersauce, Reis, Salat","Adlershof","02.08.2017","","6.00"
"Sonnenschein","Spinat-Feta „Strudel“, Kräuterrahmsauce, Salat (vegetarisch)","Adlershof","02.08.2017","Vegetarian","5.00"
"Sonnenschein","Chili con Carne & 1 Brötchen","Adlershof","03.08.2017","","4.00"
"Sonnenschein","Lachsfilet-Lasagne, Salat, Kräuterrahmsauce","Adlershof","03.08.2017","Fish","6.80"
"Sonnenschein","Mit Spinat & Käse gefüllte Hähnchen-Fleisch-Roulade, Butterkartoffel, Kräuterrahmsauce","Adlershof","03.08.2017","","6.00"
"Sonnenschein","Kohlroulade Russische Art, Butterkartoffel, Sauce","Adlershof","03.08.2017","","6.00"
"Sonnenschein","Gemüse Lasagne, cremige Tomatensauce, Salat (vegetarisch)","Adlershof","03.08.2017","Vegetarian","5.00"
"Sonnenschein","Hühner-Gemüse-Suppe & 1 Brötchen","Adlershof","04.08.2017","Soup","4.00"
"Sonnenschein","Moussaka mit Rindfleisch Griechische Art, cremige Tomatensauce","Adlershof","04.08.2017","","6.00"
"Sonnenschein","Hühnerbrust Fromage, Nudel, cremige Tomatensauce, Möhrengemüse","Adlershof","04.08.2017","","6.00"
"Sonnenschein","Spagetti „Kunterbunt“, Parmesan Käse","Adlershof","04.08.2017","","5.90"
"Sonnenschein","Brokkoli mit Käse-Mandelkruste, Butterkartoffel, Kräuterrahmsauce (vegetarisch)","Adlershof","04.08.2017","Vegetarian","5.00"
"Suppencult","Kalter Milchreis mit Kirschen oder Apfelmus, Zucker und Zimt","Alexanderplatz","03.08.2017","Dessert","2,50/3,20"
"Suppencult","Kalter Milchreis mit Kirschen oder Apfelmus, Zucker und Zimt","Alexanderplatz","04.08.2017","Dessert","2,50/3,20"
"Suppencult","Vanillequarkcrème mit Erdbeersoße","Alexanderplatz","31.07.2017","","2,50/3,20"
