"location","ingredients","price","date","dish","business"
"Adlershof","","5","26.7.2017","Leckerergemischter Salatmit frittierten Chicken Fingers und Vinaigrette","FOOD"
"Adlershof","Fish","6","26.7.2017","Pasta der Wochemit Pesto, Lachs und Cherrytomaten","FOOD"
"Adlershof","","7","26.7.2017","Der„Happy Taste „- Burgermit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo","FOOD"
"Adlershof","","5","27.7.2017","Leckerergemischter Salatmit frittierten Chicken Fingers und Vinaigrette","FOOD"
"Adlershof","Fish","6","27.7.2017","Pasta der Wochemit Pesto, Lachs und Cherrytomaten","FOOD"
"Adlershof","","7","27.7.2017","Der„Happy Taste „- Burgermit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo","FOOD"
"Adlershof","","5","28.7.2017","Leckerergemischter Salatmit frittierten Chicken Fingers und Vinaigrette","FOOD"
"Adlershof","Fish","6","28.7.2017","Pasta der Wochemit Pesto, Lachs und Cherrytomaten","FOOD"
"Adlershof","","7","28.7.2017","Der„Happy Taste „- Burgermit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo","FOOD"
"Adlershof","Fish","5","31.7.2017","Leckerergemischter Salatmit Thunfisch, Mais, Paprika und Vinaigrette","FOOD"
"Adlershof","","6","31.7.2017","Gnocchimit Gorgonzola und Bacon","FOOD"
"Adlershof","Fish","7","31.7.2017","Das„Club Tuna“- Sandwichmit Thunfisch, Mayo, Salat, Tomaten und Bacon","FOOD"
"Adlershof","Fish","5","1.8.2017","Leckerergemischter Salatmit Thunfisch, Mais, Paprika und Vinaigrette","FOOD"
"Adlershof","","6","1.8.2017","Gnocchimit Gorgonzola und Bacon","FOOD"
"Adlershof","Fish","7","1.8.2017","Das„Club Tuna“- Sandwichmit Thunfisch, Mayo, Salat, Tomaten und Bacon","FOOD"
"Adlershof","Fish","5","2.8.2017","Leckerergemischter Salatmit Thunfisch, Mais, Paprika und Vinaigrette","FOOD"
"Adlershof","","6","2.8.2017","Gnocchimit Gorgonzola und Bacon","FOOD"
"Adlershof","Fish","7","2.8.2017","Das„Club Tuna“- Sandwichmit Thunfisch, Mayo, Salat, Tomaten und Bacon","FOOD"
"Adlershof","Fish","5","3.8.2017","Leckerergemischter Salatmit Thunfisch, Mais, Paprika und Vinaigrette","FOOD"
"Adlershof","","6","3.8.2017","Gnocchimit Gorgonzola und Bacon","FOOD"
"Adlershof","Fish","7","3.8.2017","Das„Club Tuna“- Sandwichmit Thunfisch, Mayo, Salat, Tomaten und Bacon","FOOD"
"Adlershof","Fish","5","4.8.2017","Leckerergemischter Salatmit Thunfisch, Mais, Paprika und Vinaigrette","FOOD"
"Adlershof","","6","4.8.2017","Gnocchimit Gorgonzola und Bacon","FOOD"
"Adlershof","Fish","7","4.8.2017","Das„Club Tuna“- Sandwichmit Thunfisch, Mayo, Salat, Tomaten und Bacon","FOOD"
"location","ingredients","price","date","dish","business"
"Adlershof","","","31.07.2017","Hühnerfrikassee mit frittierten Kapern, dazu Reis","Esswirtschaft"
"Adlershof","","","01.08.2017","Hühnerfrikassee mit frittierten Kapern, dazu Reis","Esswirtschaft"
"Adlershof","","","02.08.2017","Hühnerfrikassee mit frittierten Kapern, dazu Reis","Esswirtschaft"
"Adlershof","","","03.08.2017","Hühnerfrikassee mit frittierten Kapern, dazu Reis","Esswirtschaft"
"Adlershof","","","04.08.2017","Hühnerfrikassee mit frittierten Kapern, dazu Reis","Esswirtschaft"
"Adlershof","","","31.07.2017","Classic Cobb-Crispy Salat mit gebratenem Hähnchen, Cheddar, Tomaten, Ei, Bacon und Zwiebeln","Esswirtschaft"
"Adlershof","","","01.08.2017","Classic Cobb-Crispy Salat mit gebratenem Hähnchen, Cheddar, Tomaten, Ei, Bacon und Zwiebeln","Esswirtschaft"
"Adlershof","","","02.08.2017","Classic Cobb-Crispy Salat mit gebratenem Hähnchen, Cheddar, Tomaten, Ei, Bacon und Zwiebeln","Esswirtschaft"
"Adlershof","","","03.08.2017","Classic Cobb-Crispy Salat mit gebratenem Hähnchen, Cheddar, Tomaten, Ei, Bacon und Zwiebeln","Esswirtschaft"
"Adlershof","","","04.08.2017","Classic Cobb-Crispy Salat mit gebratenem Hähnchen, Cheddar, Tomaten, Ei, Bacon und Zwiebeln","Esswirtschaft"
"Adlershof","Vegan;Vegetarian","","31.07.2017","Süßkartoffel-Quinoa-Salat im Glas, mit Cranberrys, Feigen, Mandeln, Rucola und Sanddorndressing","Esswirtschaft"
"Adlershof","Vegan;Vegetarian","","01.08.2017","Süßkartoffel-Quinoa-Salat im Glas, mit Cranberrys, Feigen, Mandeln, Rucola und Sanddorndressing","Esswirtschaft"
"Adlershof","Vegan;Vegetarian","","02.08.2017","Süßkartoffel-Quinoa-Salat im Glas, mit Cranberrys, Feigen, Mandeln, Rucola und Sanddorndressing","Esswirtschaft"
"Adlershof","Vegan;Vegetarian","","03.08.2017","Süßkartoffel-Quinoa-Salat im Glas, mit Cranberrys, Feigen, Mandeln, Rucola und Sanddorndressing","Esswirtschaft"
"Adlershof","Vegan;Vegetarian","","04.08.2017","Süßkartoffel-Quinoa-Salat im Glas, mit Cranberrys, Feigen, Mandeln, Rucola und Sanddorndressing","Esswirtschaft"
"Adlershof","","","31.07.2017","Szegediner Fleischtopf","Esswirtschaft"
"Adlershof","","","01.08.2017","Szegediner Fleischtopf","Esswirtschaft"
"Adlershof","","","02.08.2017","Szegediner Fleischtopf","Esswirtschaft"
"Adlershof","","","03.08.2017","Szegediner Fleischtopf","Esswirtschaft"
"Adlershof","","","04.08.2017","Szegediner Fleischtopf","Esswirtschaft"
"Adlershof","Soup","","31.07.2017","Thailändische rote Currysuppe mit Hühnchen","Esswirtschaft"
"Adlershof","Soup","","01.08.2017","Thailändische rote Currysuppe mit Hühnchen","Esswirtschaft"
"Adlershof","Soup","","02.08.2017","Thailändische rote Currysuppe mit Hühnchen","Esswirtschaft"
"Adlershof","Soup","","03.08.2017","Thailändische rote Currysuppe mit Hühnchen","Esswirtschaft"
"Adlershof","Soup","","04.08.2017","Thailändische rote Currysuppe mit Hühnchen","Esswirtschaft"
"Adlershof","Soup","","31.07.2017","Tomatencremesuppe","Esswirtschaft"
"Adlershof","Soup","","01.08.2017","Tomatencremesuppe","Esswirtschaft"
"Adlershof","Soup","","02.08.2017","Tomatencremesuppe","Esswirtschaft"
"Adlershof","Soup","","03.08.2017","Tomatencremesuppe","Esswirtschaft"
"Adlershof","Soup","","04.08.2017","Tomatencremesuppe","Esswirtschaft"
"Adlershof","","","31.07.2017","Rippchen mit Pflaumensauce, Sesam-Öl, junge Zwiebeln und Dampfnudeln","Esswirtschaft"
"Adlershof","","","31.07.2017","Gemüseragout mit Champignons und Erbsen, dazu Kräutertaschen","Esswirtschaft"
"Adlershof","","","01.08.2017","Kohlroulade mit Apfeljus und Kartoffelstampf","Esswirtschaft"
"Adlershof","Vegan;Vegetarian","","01.08.2017","Gebratene Nudeln mit Tofu und Sesam","Esswirtschaft"
"Adlershof","","","02.08.2017","Grünes Curry mit Bohnen und Hähnchenfleisch, dazu Mie-Nudeln","Esswirtschaft"
"Adlershof","Vegetarian","","02.08.2017","Rote Zwiebel-Kartoffel-Tortilla mit Kräutersalat und roher Tomatensauce","Esswirtschaft"
"location","ingredients","price","date","dish","business"
"Alexanderplatz","","4,70","31.07.2017","Spanischer Bauerntopf mit Schweinefleisch und Knacker, Kartoffeln, grünen Bohnen, Möhren, Lauch, Crème fraiche und frischer Petersilie","Suppencult"
"Alexanderplatz","","4,70","01.08.2017","Spanischer Bauerntopf mit Schweinefleisch und Knacker, Kartoffeln, grünen Bohnen, Möhren, Lauch, Crème fraiche und frischer Petersilie","Suppencult"
"Alexanderplatz","","4,70","02.08.2017","Spanischer Bauerntopf mit Schweinefleisch und Knacker, Kartoffeln, grünen Bohnen, Möhren, Lauch, Crème fraiche und frischer Petersilie","Suppencult"
"Alexanderplatz","","4,70","03.08.2017","Spanischer Bauerntopf mit Schweinefleisch und Knacker, Kartoffeln, grünen Bohnen, Möhren, Lauch, Crème fraiche und frischer Petersilie","Suppencult"
"Alexanderplatz","","4,70","04.08.2017","Spanischer Bauerntopf mit Schweinefleisch und Knacker, Kartoffeln, grünen Bohnen, Möhren, Lauch, Crème fraiche und frischer Petersilie","Suppencult"
"Alexanderplatz","","4,40","31.07.2017","Chili con Carne mit Kidneybohnen, Tomaten, Paprika, Crème fraiche und frischer Petersilie","Suppencult"
"Alexanderplatz","","4,40","01.08.2017","Chili con Carne mit Kidneybohnen, Tomaten, Paprika, Crème fraiche und frischer Petersilie","Suppencult"
"Alexanderplatz","","4,40","02.08.2017","Chili con Carne mit Kidneybohnen, Tomaten, Paprika, Crème fraiche und frischer Petersilie","Suppencult"
"Alexanderplatz","","4,40","03.08.2017","Chili con Carne mit Kidneybohnen, Tomaten, Paprika, Crème fraiche und frischer Petersilie","Suppencult"
"Alexanderplatz","","4,40","04.08.2017","Chili con Carne mit Kidneybohnen, Tomaten, Paprika, Crème fraiche und frischer Petersilie","Suppencult"
"Alexanderplatz","Soup;Fish","4,30","31.07.2017","Asiatische Fischsuppe mit Reis, Möhren, Staudensellerie, Lauch, Kokosmilch, Chili und frischem Koriander","Suppencult"
"Alexanderplatz","Soup;Fish","4,30","01.08.2017","Asiatische Fischsuppe mit Reis, Möhren, Staudensellerie, Lauch, Kokosmilch, Chili und frischem Koriander","Suppencult"
"Alexanderplatz","Soup;Fish","4,30","02.08.2017","Asiatische Fischsuppe mit Reis, Möhren, Staudensellerie, Lauch, Kokosmilch, Chili und frischem Koriander","Suppencult"
"Alexanderplatz","Soup;Fish","4,30","03.08.2017","Asiatische Fischsuppe mit Reis, Möhren, Staudensellerie, Lauch, Kokosmilch, Chili und frischem Koriander","Suppencult"
"Alexanderplatz","Soup;Fish","4,30","04.08.2017","Asiatische Fischsuppe mit Reis, Möhren, Staudensellerie, Lauch, Kokosmilch, Chili und frischem Koriander","Suppencult"
"Alexanderplatz","","5,50","31.07.2017","Hessische Grüne Soße mit Kartoffeln, gekochtem Ei und vielen verschiedenen frischen Kräutern","Suppencult"
"Alexanderplatz","","5,50","01.08.2017","Hessische Grüne Soße mit Kartoffeln, gekochtem Ei und vielen verschiedenen frischen Kräutern","Suppencult"
"Alexanderplatz","","5,50","02.08.2017","Hessische Grüne Soße mit Kartoffeln, gekochtem Ei und vielen verschiedenen frischen Kräutern","Suppencult"
"Alexanderplatz","","5,50","03.08.2017","Hessische Grüne Soße mit Kartoffeln, gekochtem Ei und vielen verschiedenen frischen Kräutern","Suppencult"
"Alexanderplatz","","5,50","04.08.2017","Hessische Grüne Soße mit Kartoffeln, gekochtem Ei und vielen verschiedenen frischen Kräutern","Suppencult"
